,Gross Profit/Rev.,Cost of Revenue/Rev.,Operating Expenses/Rev.,"Selling, General & Administrative/Rev.",Research & Development/Rev.,Operating Income (Loss)/Rev.,Non-Operating Income (Loss)/Rev.,Net Income/Rev.
166,0.4869303506207034,-0.5130696493792967,-0.3338480866430943,-0.10349798012172402,-0.23035010652137025,0.1530822639776091,0.009472946314257753,0.15492474946482224
167,0.5576080763566905,-0.4423919236433095,-0.48833599648404447,-0.23038557185485548,-0.16893689078563112,0.06927207987264604,-0.03534748399375162,0.12880070716843275
168,0.5583968224676843,-0.44160317753231576,-0.4757559869204084,-0.2547542401759047,-0.13368697830775705,0.08264083554727585,-0.04009798953515507,0.005013713262467645
169,0.5738170690645488,-0.4261829309354513,-0.4491255521004575,-0.2231208778149696,-0.1422389035235398,0.12469151696409118,-0.03378161579750045,0.06825348095624789
170,0.5092935355330312,-0.49070646446696875,-0.41094132213934104,-0.20581835405715992,-0.11648549544065219,0.09835221339369019,-0.040964989104295184,0.0532959705760339
171,0.5190848954124244,-0.4809151045875756,-0.40725491801885466,-0.19781399064529537,-0.10761850605954314,0.11182997739356976,-0.035631009903254365,0.05613749901492828
172,0.37305416136040154,-0.6269458386395985,-0.3097348115963743,-0.18087871750692935,-0.1288560940894449,0.06331934976402727,-0.020971608360176794,0.041205333732863884
173,0.36595536351480046,-0.6340446364851995,-0.24942700353905997,-0.14451932843109794,-0.10490767510796203,0.11652835997574051,-0.009769559212881886,0.309232976342127
174,0.4058882675252782,-0.5941117324747218,-0.27041066485906345,-0.1531966333389821,-0.11721403152008134,0.13547760266621475,-0.011871434220188668,0.10367734282325029
175,0.4203196892914001,-0.5796803107085999,-0.3497425340712274,-0.19249004251249424,-0.15725249155873314,0.07057715522017273,-0.009572600726619586,0.049667889362545854
176,0.41845920431557654,-0.5815407956844235,-0.2961543324342549,-0.1658589008766015,-0.1302954315576534,0.12230487188132165,-0.0045410485502360085,0.10532282535401213
199,0.8599508406454599,-0.14004915935454007,-0.6048274554482673,-0.42470385673754746,-0.16670914162437675,0.2551233851971926,-0.009986283891002198,0.19964061403074254
200,0.8616051074401784,-0.13839489255982157,-0.5646670104314111,-0.3865364743296074,-0.1676447526913972,0.2969380970087674,-0.004170920926576096,0.232000662877037
201,0.8676633444075305,-0.13233665559246954,-0.553156146179402,-0.37275747508305646,-0.17032115171650056,0.31450719822812845,-0.0050941306755260245,0.2869324473975637
202,0.8502372213767792,-0.14976277862322085,-0.5576940291827052,-0.36925969026944766,-0.1727687762957658,0.29254319219407393,-0.005639602542297019,0.2641661444812461
203,0.8661796705004663,-0.13382032949953374,-0.5369132732359341,-0.3542897109107864,-0.1700341933478396,0.32926639726453216,-0.004740441405035748,0.4087659309916071
209,0.6509519908318473,-0.34904800916815265,-0.3504582468801596,-0.13486782784519477,-0.21559041903496484,0.30049374395168776,-0.02080750942082633,0.251844780907515
210,0.5994310722871822,-0.40056892771281777,-0.3928459758124469,-0.1353001652666675,-0.2575458105457794,0.2065850964747353,-0.044375695912464465,0.14239032262927698
211,0.6828286521623811,-0.31717134783761886,-0.3776585464751733,-0.11173891579161625,-0.26591963068355706,0.3051701056872078,-0.039242924425621904,0.24209723570125352
212,0.6699560094908,-0.33004399050919997,-0.36846253545905444,-0.10817675989160525,-0.18867229783018546,0.3014934740317456,-0.03753589720692398,0.2275072962820467
213,0.6586544914061184,-0.34134550859388163,-0.3819160472427904,-0.11777911910928608,-0.18749036240223194,0.276738444163328,-0.033308073308565896,0.217874138684318
249,0.8316592811422945,-0.16834071885770557,-1.0,-0.645150172328902,-0.37720334810438205,-0.20635155096011817,-0.011915312653865091,-0.2866075824716888
250,0.852474958669649,-0.14752504133035108,-1.0,-0.6770883983273364,-0.3673538850530001,-0.20178936108139647,-0.023436740250899542,-0.2756491296314305
251,0.8887462059304226,-0.1112537940695774,-0.882169818662931,-0.5930422600980622,-0.28212312242197835,0.006576387267491633,-0.006887695540508989,-0.0314421355747529
252,0.9007726842378524,-0.09922731576214763,-0.7958647649879363,-0.5240509421861161,-0.259933420883853,0.104907919249916,-0.014720703661851388,0.06551018538313533
253,0.9110647955126279,-0.0889352044873721,-0.7450928663848387,-0.4891831997913632,-0.24601625164785149,0.16597192912778913,-0.021739130440517923,0.31875263832807954
254,0.7924375889525714,-0.20756241104742856,-0.7119679240097676,-0.2801991518020383,0.0,0.08046966494280387,-0.16215819156149158,0.07939447137320294
255,0.7727170839123613,-0.22728291608763873,-0.6936066803545342,-0.2721604095272622,0.0,0.07911040355782702,-0.13873141972375594,-0.13295470890218486
256,0.728759844835501,-0.2712401551644989,-0.6624739033454639,-0.2744100902576977,0.0,0.06628594149003728,-0.11989897100020544,-0.08275036741631366
257,0.7146587436147488,-0.2853412563852512,-0.6842556437351112,-0.32417216343759403,0.0,0.0304030998796377,-0.13168843831370852,-0.11894982809282856
258,0.4575042282982689,-0.542495771701731,-0.4032108370067574,-0.20705391649562407,-0.19615692051113334,0.05429339129151153,0.013788099833380706,0.055323572782479374
259,0.45529314739841054,-0.5447068526015895,-0.3992337681811366,-0.20330334382965962,-0.19593042435147698,0.056059379217273955,0.010947668316089369,0.03574748837906733
260,0.38460957116972777,-0.6153904288302723,-0.47042852797306517,-0.235113182700174,-0.23531534527289114,-0.08581895680333738,0.009029298458085274,-0.03654419141583708
261,0.4134750528712733,-0.5865249471287267,-0.4838839303400929,-0.24579812512144827,-0.23808580521864464,-0.07040887746881963,0.007078430595723889,-0.09995453353481958
262,0.4295097826301554,-0.5704902173698446,-0.44867623541489804,-0.22501431363645338,-0.22366192177844466,-0.01916645278474265,-0.0026119918659059053,0.004694872756707666
290,0.354803117026412,-0.645196882973588,-0.7791876422315702,-0.4810013102544652,-0.29818633197710503,-0.4243845252051583,-0.04282463278394594,-0.46789876560237226
291,0.3587681236109641,-0.6412318763890359,-0.619589374536988,-0.3731611810773627,-0.24642819345962536,-0.26082125092602393,-0.0369880410625463,-0.2991321832998201
292,0.4190830654711555,-0.5809169345288445,-0.3881238369142277,-0.24665877178142445,-0.14146506513280324,0.030959228556927763,-0.01556420233463035,0.017864997462358315
293,0.36103723404255317,-0.6389627659574468,-0.5984992401215805,-0.36683130699088146,-0.19723594224924013,-0.23746200607902734,-0.009878419452887538,-0.24862272036474165
294,0.3755327262123727,-0.6244672737876273,-0.49957381903010184,-0.33780449508770355,-0.1518998699026513,-0.12404109281772913,-4.486115472612265e-05,-0.12570095554259567
295,0.5233510576716339,-0.47664894232836613,-0.26108942659146916,-0.16058994757124193,-0.09188470634933761,0.2622616310801647,0.002520136281692936,0.2634958569703786
296,0.531109726800713,-0.46889027319928706,-0.23190494357776015,-0.13898708219823191,-0.08643511591446949,0.2992047832229528,-0.0038434484033072432,0.20545236150769286
297,0.5085701329267818,-0.49142986707321823,-0.26403827000439567,-0.15027709308213194,-0.10572937242311779,0.24453186292238613,0.0011448173021816907,0.20451611646812037
298,0.4000922747760309,-0.5999077252239692,-0.32476918630885687,-0.18068998210274947,-0.12865613449809113,0.075323088467174,0.01623174150894609,0.08231340975577604
299,0.38272287696369467,-0.6172771230363053,-0.249098406160079,-0.13320139621676674,-0.10167986744133813,0.1336244708036157,-0.012625845266296848,0.0951211518929586
362,0.4995770610441893,-0.5004229389558107,-0.576700762856561,-0.3187549930293394,-0.22750982941462117,-0.07712370181237174,-0.0006030796221745328,-0.0918012500195805
363,0.5057867462311558,-0.49421325376884423,-0.5865185301507537,-0.33058260050251254,-0.2193467336683417,-0.080731783919598,0.003760992462311558,-0.06556218592964824
364,0.5245594353956916,-0.4754405646043084,-0.6081424575055736,-0.3036310191562176,-0.26850655344286506,-0.083583022109882,0.0009798213601056502,-0.09346643756833899
365,0.5035674962832101,-0.49643250371678993,-0.5649271882406365,-0.27518552846843375,-0.2579234496787076,-0.061359691957426424,0.0012130109419807536,-0.21191612184850425
366,0.6515425438852277,-0.34845745611477225,-0.7844302210299178,-0.3460444975797516,-0.40345978888435297,-0.13288767714469002,-0.0018297661398495363,-0.15309529363737095
377,0.7524223507334074,-0.24757764926659262,-1.0,-0.7967778586291857,-0.4120102638734633,-0.4563657717692416,0.015951131706943435,-0.4428401822986481
378,0.757014905822058,-0.242985094177942,-1.0,-0.710086946080331,-0.3758166545680805,-0.32888869482635347,0.028741874389385264,-0.30398925863866344
412,0.6542803163523498,-0.3457196836476501,-0.4534746921966164,-0.3704550631204731,-0.07163439739937069,0.2008056241557335,-6.324653885452826e-05,0.13509631635918734
413,0.6501161008647237,-0.3498838991352763,-0.5018525798682858,-0.4006386746123446,-0.08886710166536423,0.14826352099643786,-3.8753557736408686e-05,0.08722387091309775
414,0.6487404189540957,-0.35125958104590427,-0.5050319141019586,-0.40207421400978605,-0.09068607767103314,0.1437085048521371,-0.007150556608757351,0.10991926981065209
415,0.658688762196241,-0.3413112378037591,-0.46306128281662706,-0.3594034732309079,-0.09032466978179904,0.1956274793796138,-0.006059198573964695,0.16520327327355347
416,0.6458351377624995,-0.3541648622375005,-0.42826553734675904,-0.3309079720801001,-0.08420964751798618,0.21756960041574047,-0.017371923572041204,0.17418012731739516
502,0.6193882944091672,-0.38061170559083285,-0.565548091579665,-0.3711366265041784,-0.16955565938737524,0.05384020282950219,0.0012370454911032301,0.03888842079461981
503,0.6571988304611182,-0.34280116953888184,-0.5587321537630887,-0.29175333469051773,-0.21465641107344433,0.09846667669802943,-0.0033428041199396936,0.08630217415035833
504,0.6534671124914981,-0.3465328875085019,-0.6244488625283595,-0.3606519950344119,-0.2121409580160478,0.029018249963138593,-0.00119621207436967,0.05118741290006516
505,0.6345292149302397,-0.36547078506976033,-0.5341774772425517,-0.26230833082850447,-0.22780937290365733,0.10035173768768799,0.016886195838467403,0.10655840497807362
506,0.6319953139386055,-0.3680046860613945,-0.5408986687766888,-0.2501767790771242,-0.24619136153060744,0.09109664516191669,0.038611463051150235,0.12597511662564745
532,0.672455625079811,-0.327544374920189,-0.6231419997446048,-0.3935895798748563,-0.22770080449495594,0.04931362533520623,-0.005570808325884306,0.03244477078278636
533,0.6802266802266802,-0.3197733197733198,-0.77999777999778,-0.5038115038115039,-0.2797022797022797,-0.09977109977109977,-0.009462009462009462,-0.2982212982212982
534,0.7074189096798771,-0.2925810903201229,-0.6452460902318236,-0.40372471800978355,-0.2462088052091559,0.0621728194480535,0.006004354418372315,0.039192288188829374
535,0.7110597823126287,-0.2889402176873713,-0.693176296264014,-0.41016092304675156,-0.2560604905047776,0.01788348604861467,-0.010500855278210562,-0.016434415959382456
536,0.7418608659753448,-0.2581391340246552,-0.716935399779963,-0.42107503176065764,-0.26830254447024077,0.024925466195381777,-0.020601335118030476,-0.02234418125599835
552,0.4167205542725173,-0.5832794457274827,-0.2179214780600462,-0.0756581986143187,-0.14226327944572748,0.19879907621247114,-0.012840646651270209,0.15898383371824482
553,0.4493361766526794,-0.5506638233473207,-0.1832565178510009,-0.06122308591869024,-0.12203343193231066,0.2660796588016785,-0.0094242278324276,0.2362248056682947
554,0.4499850344208321,-0.550014965579168,-0.1811433702484286,-0.060101765938341815,-0.1210416043100868,0.26884166417240346,-0.005686920083807243,0.18186171804848847
555,0.437157721796276,-0.562842278203724,-0.20783132530120482,-0.06722343921139101,-0.1406078860898138,0.2293263964950712,-0.005544906900328587,0.1852409638554217
556,0.44715730728985004,-0.55284269271015,-0.19340774328566446,-0.0635391233577491,-0.12986861992791535,0.2537495640041856,-0.011568422276479478,0.2103825136612022
557,0.6607024882612464,-0.3392975117387535,-0.46616950856759815,-0.14001424441744523,-0.3261552641501529,0.19453297969364836,0.0016693683793269029,0.18630537839553718
558,0.6355170242584681,-0.3644829757415319,-0.5528127771646772,-0.16178631153478987,-0.3910264656298874,0.08270424709379083,0.004394012227405366,0.0638181190377858
559,0.6065118892908573,-0.39348811070914264,-0.7839731656773559,-0.2216290260264831,-0.5623441396508728,-0.17746127638649853,0.025763057145867727,-0.13367549436268483
560,0.5801942885123201,-0.4198057114876799,-0.7972561775352814,-0.23011209625238271,-0.5671440812828987,-0.21706188902296136,0.03506724026371474,-0.19582743122956123
561,0.6079779362303243,-0.39202206376967574,-0.8822772321628772,-0.2510426476523611,-0.6312345845105162,-0.27429929593255303,0.017323646800304945,-0.26811067760886137
572,0.23222968279694373,-0.7677703172030562,-0.341282704329706,-0.10789534614494097,-0.233387358184765,-0.10905302153276221,-0.017596665894883075,-0.11530446862699699
573,0.3401865600609176,-0.6598134399390825,-0.3259090043784504,-0.09822958309537407,-0.22767942128307633,0.014277555682467162,-0.02569960022844089,-0.006282124500285551
574,0.3779150579150579,-0.6220849420849421,-0.3082625482625483,-0.0867953667953668,-0.22146718146718147,0.06965250965250966,-0.018687258687258686,0.05204633204633204
575,0.4260882484029119,-0.5739117515970881,-0.34125687119298764,-0.1114247511513891,-0.2298321200415986,0.08483137720992423,-0.03847868073094637,0.05066112019016491
576,0.44525248386766364,-0.5547475161323364,-0.3050291918467684,-0.10191539485813787,-0.20311379698863055,0.14022329202089523,-0.009628188056949708,0.25504455597664655
602,0.1807327623847047,-0.8192672376152953,0.0,0.0,0.0,0.1807327623847047,-0.0200852935028816,0.04468858146023434
603,0.18090643971960274,-0.8190935602803973,0.0,0.0,0.0,0.18090643971960274,-0.023304796185243226,0.06264512907083404
604,0.16461730498977636,-0.8353826950102237,-0.10481282604797536,-0.06839831473246864,-0.036414511315506715,0.059804478941801,-0.01675653184804421,0.029443530888462924
605,0.16025045340702998,-0.8397495465929701,-0.10271526038518007,-0.06875279138341579,-0.03396246900176428,0.0575351930218499,-0.01810173590120045,0.029829370905456922
606,0.17835820732987775,-0.8216417926701223,-0.08782520216948954,-0.05996171931630152,-0.027863482853188015,0.09053300516038823,-0.013971241770019299,0.0669502111535902
612,0.29689336418686174,-0.7031066358131383,-0.2183592050200697,-0.13956883685180138,-0.06576031037890465,0.07853415916679206,-0.024726202047231926,0.03691849706986372
613,0.3002991921019634,-0.6997008078980366,-0.22485437201403108,-0.14247337428376428,-0.0696077964541371,0.07544482008793232,-0.01057092519403838,0.03188737044267733
614,0.2942683935855459,-0.7057316064144541,-0.21703030478637267,-0.14115404798928563,-0.06410912684998278,0.07723808879917324,-0.008203186622495662,0.051269916390597886
615,0.30339222386306064,-0.6966077761369394,-0.22374448911836672,-0.14612324972243482,-0.06221232928393571,0.07964773474469393,-0.015096312425219088,0.04587101572689741
616,0.2960915640834047,-0.7039084359165954,-0.23209542561372698,-0.1464245392616187,-0.06950481873169455,0.06399613846967772,-0.011502778883755938,0.03720540832410675
622,0.7025003903810119,-0.29749960961898814,-0.9367582760774515,-0.6820541848844472,-0.25470409119300436,-0.23425788569643974,0.002625312304809494,-0.23976225796377265
633,0.1441984174479686,-0.8558015825520314,-0.5104727707959306,-0.34161845867411395,-0.16676640734091364,-0.366274353347962,-0.004229004588071015,-0.36402686348826385
634,0.07840423114269776,-0.9215957688573022,-0.7097493956986137,-0.46643803070057643,-0.2395306076069665,-0.6313451645559159,-0.05481065223229965,-0.6771481106542983
635,0.24938174960414183,-0.7506182503958582,-0.5736296190865906,-0.3919084811500347,-0.17567206931520984,-0.3242478694824488,0.04832138345757646,0.47611507463483194
636,0.1479526300949278,-0.8520473699050722,-0.5102603465020834,-0.3551019768789749,-0.14983238823271405,-0.3623077164071556,0.02475014881418591,-0.2678028760299508
637,0.20033285509325682,-0.7996671449067432,-0.4310932568149211,-0.29063988522238166,-0.12642754662840747,-0.2307604017216643,-0.003959827833572453,-0.2602926829268293
638,0.5193722597519899,-0.4806277402480101,-0.4463052518676025,-0.32465235308507234,-0.11185857027266055,0.07306700788438741,0.1302993809156427,0.13756280225053158
639,0.5563560863508513,-0.4436439136491486,-0.43629717043911875,-0.32576772579256985,-0.10538317524821877,0.12005891591173261,0.01937836614819481,0.10694480182426377
640,0.5219583095689291,-0.478041690431071,-0.4734237300608982,-0.34954832299965044,-0.12030614685481943,0.048534579508030834,0.021755928835574853,0.06258164222765993
641,0.5469835276185198,-0.45301647238148024,-0.4946044723121958,-0.3592139677480817,-0.13292224550950063,0.05237905530632394,0.006495418564772314,0.05838948261825992
642,0.5473574608645698,-0.4526425391354301,-0.5082130547177941,-0.35404100244147635,-0.15226913686629326,0.03914440614677581,0.040275384173488436,0.07260699411173345
674,0.6403977445320311,-0.35960225546796887,-0.4248326421158252,-0.18254695718171005,-0.24228568493411515,0.21556510241620594,-0.0010485605760706786,0.1631193614407789
675,0.6449872614637714,-0.3550127385362286,-0.35931358910839967,-0.1469475502768217,-0.21236603883157795,0.2856736723553718,0.0027263018881219982,0.25707969816290505
676,0.6383735193730132,-0.3616264806269868,-0.3230640582810294,-0.11739594648802693,-0.2056681117930025,0.31530946109198377,0.007183333031200134,0.15251451517615064
677,0.6406164833040612,-0.3593835166959389,-0.3063683418882269,-0.11440839322588486,-0.19195994866234206,0.3342481414158342,0.023435458326316026,0.35668679631609995
678,0.6394296987458965,-0.36057030125410355,-0.3375179934343382,-0.12755403208268176,-0.20996396135165643,0.30191170531155825,0.01690562983061145,0.2738095854519847
684,0.9481689350357795,-0.05183106496422057,-0.8999458798532742,-0.8354667361542625,-0.04128364970233919,0.048223055182505165,-0.003193088656818136,0.02631441800797771
685,0.9537294299457079,-0.04627057005429218,-1.0,-1.0,-0.0650569130863433,-0.20080637057195547,-0.007824700632548691,-0.1400325372834356
686,0.9507710814217114,-0.049228918578288546,-0.8943290341897175,-0.7639106868590697,-0.0540017540435296,0.0564420472319939,0.005403443259871353,0.06828758188406885
687,0.9649428255812639,-0.03505717441873617,-0.9358032883302355,-0.8154621645974792,-0.048408805576815046,0.02913953725102831,-0.003769402166331751,0.02626215404104192
688,0.8819551407599162,-0.11804485924008379,-0.8862932370523017,-0.774348825723385,-0.04687092324199125,-0.00433809629238551,-0.00882878893676448,-0.004280191426673706
694,0.8514262012312019,-0.1485737987687981,-0.47079360422473226,-0.272660134653225,-0.18522962370948895,0.3806325970064696,0.004120530317209006,0.2687358682401501
695,0.8628952293996804,-0.13710477060031956,-0.5061474549189683,-0.30918968272083996,-0.1851139009358594,0.35674777448071215,0.004534124629080118,0.23670486190367496
696,0.8794985606461169,-0.12050143935388316,-0.511099722023815,-0.31970353329684703,-0.18073244714896616,0.36839883862230177,0.008125160400607281,0.32418315507608014
697,0.8903134260224344,-0.10968657397756569,-0.5505530737018205,-0.34382396635116486,-0.19672245780042377,0.33976035232061386,0.004975948154617875,0.2977092035580371
698,0.8660177232220125,-0.13398227677798746,-0.5707956416980462,-0.34955572989186323,-0.21136717664993157,0.29522208152396634,-0.0014459075344808205,0.25806683768542976
702,0.2924220805571191,-0.7075779194428808,-0.6776144411137146,-0.5624991818622125,-0.1151152592515021,-0.3851923605565955,-0.04988676973021088,-0.89615540690901
703,0.24962298595126597,-0.750377014048734,-1.0,-1.0,-0.4656718787205334,-1.0,0.14278911024684499,-1.0
704,0.1859357696566999,-0.8140642303433001,-1.0,-1.0,-0.37929125138427466,-1.0,-0.007308970099667774,-1.0
705,0.3323176196450977,-0.6676823803549023,-1.0,-1.0,-0.36780785086933143,-1.0,0.3124215809284818,-0.7673418175300233
706,0.4639026402640264,-0.5360973597359736,-1.0,-1.0,-0.24793729372937293,-1.0,0.039191419141914194,-1.0
717,0.1960966570438627,-0.8039033429561373,-0.191598070672494,-0.11283407962199958,-0.07876399105049439,0.004498586371368732,-0.001552161257935834,-0.00872308668567394
718,0.23953075231454307,-0.7604692476854569,-0.20524238463806,-0.12741269431335875,-0.07782969032470125,0.03428836767648309,-0.0006052116023238038,0.03607530710575812
719,0.26551347042957824,-0.7344865295704217,-0.2455397067509898,-0.1569529810012027,-0.0885867257497871,0.01997376367858846,-0.006556708171926187,0.03383441702466831
720,0.2558724385700346,-0.7441275614299654,-0.27144061030781513,-0.1684711256985718,-0.10296948460924332,-0.015568171737780537,-0.01410893284839883,0.004127117892309057
721,0.22097012533635615,-0.7790298746636438,-0.24965745984698082,-0.1394165309770299,-0.11024092886995089,-0.02868733451062466,-0.008543607458663954,-0.014187722758647391
750,0.3245100534487147,-0.6754899465512854,-0.12697251208959023,-0.12697251208959023,0.0,0.19753754135912446,-0.010196614914736574,0.13090162891320947
751,0.32945388159114575,-0.6705461184088543,-0.1252692082780654,-0.1252692082780654,0.0,0.20418467331308032,-0.010725543051930455,0.09277879993724417
752,0.3236893440624238,-0.6763106559375762,-0.11698366252133625,-0.11698366252133625,0.0,0.20670568154108754,-0.012009266032674958,0.14691538649109973
753,0.3180392442920709,-0.6819607557079291,-0.11809760011671165,-0.11809760011671165,0.0,0.19994164417535926,-0.013251635178836287,0.14041870304179735
754,0.30981869774040866,-0.6901813022595913,-0.11794531858726116,-0.11794531858726116,0.0,0.1918733791531475,-0.013001663003407413,0.13994813290071986
765,0.5773113859792018,-0.4226886140207982,-0.6570852196313905,-0.4432974068531813,-0.11969389881234255,-0.07977383365218874,0.0019794290909779704,-0.07842895838463433
766,0.6155643484489197,-0.3844356515510803,-0.5506491519648408,-0.34705812813362724,-0.11528271315619285,0.06491519648407891,0.0030527874940022115,0.06756465442306489
767,0.6130445991234854,-0.3869554008765146,-0.5096306117187788,-0.3060908818283694,-0.12685259718736683,0.10341398740470666,0.0038459312572670214,0.10505021807640302
768,0.6029795478336953,-0.3970204521663047,-0.5777424495726763,-0.3359451900692155,-0.15432089120822462,0.025237098261019015,-0.006398137587300595,0.14171991937877912
769,0.6161048326753876,-0.3838951673246123,-0.5845524679412751,-0.3416318342492969,-0.15651688727197668,0.03155236473411255,0.6032716670536935,0.5108851304280517
770,0.28000099485164276,-0.7199990051483572,-0.7020916755788793,-0.4712114805879573,-0.23088019499092197,-0.42209068072723654,-0.06566020842141916,-0.603477006491407
771,0.3351794624821073,-0.6648205375178927,-0.41289079744752577,-0.2837554012655349,-0.12913539618199088,-0.07771133496541852,-0.03059490842931867,-0.7071075972227796
772,0.34339425889986386,-0.6566057411001361,-0.3101314099778891,-0.20511929245237476,-0.1050121175255144,0.03326284892197472,-0.009307804458863173,-0.05802894688565111
773,0.38693003640557977,-0.6130699635944202,-0.29168438885484627,-0.20504631799012363,-0.08663807086472264,0.09524564755073352,0.0019680640161482176,0.10020545723245504
774,0.4227706574738742,-0.5772293425261258,-0.23395380430449744,-0.1697945334349558,-0.06415927086954165,0.18881685316937677,-0.0036641484283067424,0.1750244754910246
783,0.662699524814877,-0.3373004751851229,-0.8380197921142936,-0.6170867352975979,-0.22093305681669562,-0.17532026729941644,-0.018372163991804146,-0.19650742048589703
784,0.6894053119314234,-0.31059468806857665,-0.8285902216752689,-0.6134925392135541,-0.21509768246171473,-0.13918490974384545,0.006254011531994123,-0.1359067255820368
832,0.24614064717340514,-0.7538593528265949,-0.22694505447069804,-0.13337362204511977,-0.09357143242557829,0.019195592702707077,0.0052501227546687245,0.017668578581873318
833,0.19804567687205055,-0.8019543231279495,-0.3002594005824683,-0.17379839025376517,-0.12646101032870313,-0.10221372371041774,0.00013335685002516574,-0.1623576630717675
834,0.0967657368644377,-0.9032342631355623,-0.4702424548724754,-0.2827216782385198,-0.18752077663395558,-0.37347671800803767,0.009864678235817161,-0.23229560521827966
835,0.15508436136792533,-0.8449156386320746,-0.448817596890977,-0.2804392502953908,-0.16837834659558623,-0.2937332355230517,0.011866029779870868,-0.28349395498860436
873,0.13196913141895905,-0.868030868581041,-0.0928450689375449,-0.08616329533598814,0.0,0.03912406248141416,-0.006007992944967108,0.02194099783418952
874,0.1264177459821124,-0.8735822540178876,-0.08720324262161648,-0.0814189636636084,0.0,0.039214503360495895,-0.006993035434249097,0.01514526900706293
875,0.1247073805341606,-0.8752926194658394,-0.0838849769624509,-0.07760450868504279,0.0,0.040822403571709694,-0.007315587735160379,0.02413318727969299
876,0.11406433765064358,-0.8859356623493564,-0.08235344607245734,-0.07579014406377016,0.0,0.03171089157818624,-0.0071414424954421895,-0.007057719674624277
877,0.11129249122260267,-0.8887075087773973,-0.07938057353091091,-0.07278706721635687,0.0,0.031911917691691764,-0.004803796471310324,0.020382610857331247
883,0.8605879135520245,-0.13941208644797554,-1.0,-1.0,-0.628830483990856,-0.8388917717347096,0.00902486571392508,-0.8315849263004361
884,0.8733898962132826,-0.12661010378671742,-1.0,-1.0,-0.5336425789853924,-0.7734092791316453,-0.15246427375729063,-0.9326267378548395
920,0.28313162881936366,-0.7168683711806364,-0.282333676895967,-0.282333676895967,0.0,0.0007979519233966153,-0.000980815905841673,-0.05825049040795292
921,0.3156653456198789,-0.6843346543801211,-0.2135658537771402,-0.2135658537771402,0.0,0.1020994918427387,-0.003616669503270199,0.055502200393882664
