Ticker;SimFinId;"Company Name";IndustryId
AMN;683491;"AMN HEALTHCARE SERVICES INC";100011
AMOT;126799;"ALLIED MOTION TECHNOLOGIES INC";101001
AMP;67872;"AMERIPRISE FINANCIAL INC";104001
AMPL;1307359;"Amplitude, Inc.";101003
AMRK;259435;"A-Mark Precious Metals, Inc.";104003
AMRS;1250896;"AMYRIS, INC.";110001
AMRU;658903;"AMARU INC";
AMSC;33387;"AMERICAN SUPERCONDUCTOR CORP /DE/";101001
AMSWA;196458;"AMERICAN SOFTWARE INC";101003
AMT;68339;"AMERICAN TOWER CORP /MA/";108001
AMTD;356477;"TD AMERITRADE HOLDING CORP";104003
AMWD;77084;"AMERICAN WOODMARK CORP";103004
AMZN;62747;"AMAZON COM INC";103002
AN;66437;"AUTONATION, INC.";103005
ANDE;783409;"Andersons, Inc.";102001
ANDV;378224;Andeavor;107001
ANDX;904346;"ANDEAVOR LOGISTICS LP";107003
ANET;536189;"Arista Networks, Inc.";101001
ANF;188522;"ABERCROMBIE & FITCH CO /DE/";103002
ANGI;647538;"ANGI Homeservices Inc.";101002
ANIK;823284;"Anika Therapeutics, Inc.";106002
ANSS;126145;"ANSYS INC";101003
ANTM;378099;"Anthem Inc.";106006
ANVS;1253389;"Annovis Bio, Inc.";106002
ANY;1242009;"Sphere 3D Corp";101003
AON;67471;"Aon plc";104003
AOS;445771;"Smith A O Corp";100001
AOSL;175314;"ALPHA & OMEGA SEMICONDUCTOR Ltd";101004
AP;995247;"AMPCO PITTSBURGH CORP";100001
APA;254576;"APACHE CORP";107002
APAM;1299451;"Artisan Partners Asset Management Inc.";104001
APC;67564;"ANADARKO PETROLEUM CORP";107002
APD;185217;"AIR PRODUCTS & CHEMICALS INC /DE/";110001
APEI;1234045;"AMERICAN PUBLIC EDUCATION INC";102006
APH;65820;"AMPHENOL CORP /DE/";101001
APIC;34899;"Apigee Corp";101003
APO;817726;"Apollo Global Management LLC";104001
APOG;327543;"APOGEE ENTERPRISES, INC.";110005
APPF;959861;"APPFOLIO INC";101003
APPS;826035;"Digital Turbine, Inc.";101003
APRE;1164127;"Aprea Therapeutics, Inc.";106002
APRN;978546;"Blue Apron Holdings, Inc.";103002
APTI;741619;"Apptio Inc";101003
APTV;378125;"Aptiv PLC";103005
APU;723175;"AMERIGAS PARTNERS LP";105001
APVO;819111;"Aptevo Therapeutics Inc.";106002
APY;1234042;"ChampionX Corp";100003
AR;466098;"ANTERO RESOURCES Corp";107002
ARA;84598;"American Renal Associates Holdings, Inc.";106001
ARAY;173115;"ACCURAY INC";106004
ARCB;822441;"ARCBEST CORP /DE/";100010
ARCH;646016;"ARCH COAL INC";110004
ARCW;674718;"ARC Group Worldwide, Inc.";100001
ARE;445788;"Alexandria Real Estate Equities Inc";109001
AREX;919131;"Approach Resources Inc";107002
ARG;442344;"Airgas, Inc.";110001
ARI;498489;"Apollo Commercial Real Estate Finance, Inc.";109001
ARKR;952460;"ARK RESTAURANTS CORP";103003
ARLO;1251690;"Arlo Technologies, Inc.";101005
ARLP;786231;"ALLIANCE RESOURCE PARTNERS LP";110006
ARMK;361112;Aramark;103003
ARMK_old;692435;"Aramark Services, Inc.";103003
ARNA;826177;"ARENA PHARMACEUTICALS INC";106002
ARNC;1195675;"Arconic Corp";100001
ARO;93605;"AEROPOSTALE INC";103002
AROC;998457;"Archrock, Inc.";107004
ARQL;795983;"ARQULE INC";106002
ARRS;445801;"Arris Group Inc";101005
ARRY;50863;"ARRAY BIOPHARMA INC";106002
ARTEC;60673;"Artec Global Media, Inc.";
ARTX;739639;"AROTECH CORP";100001
ARVN;947146;"ARVINAS, INC.";106002
ARW;445806;"Arrow Electronics Inc";101001
ARWR;952053;"ARROWHEAD PHARMACEUTICALS, INC.";106002
ASAN;1070494;"Asana, Inc.";101003
ASB;1234037;"ASSOCIATED BANC-CORP";
ASCMA;707350;"Ascent Capital Group, Inc.";100007
ASGN;1059907;"ASGN Inc";108003
ASH;136913;"Ashland Global Holdings Inc.";110001
ASNA;35533;"Ascena Retail Group, Inc.";103002
ASO;1271540;"Academy Sports & Outdoors, Inc.";103002
ASPN;491354;"ASPEN AEROGELS INC";110005
ASPU;652699;"ASPEN GROUP, INC.";102006
ASTC;671045;"ASTROTECH Corp";100008
ASYS;819674;"AMTECH SYSTEMS INC";101004
ATHN_delis;495675;"ATHENAHEALTH INC";101003
ATI;442346;"Allegheny Technologies Inc.";100001
ATKR;368117;"Atkore International Group Inc.";100001
ATNX;785769;"Athenex, Inc.";106002
ATO;445830;"Atmos Energy Corp";105001
ATOM;1070617;"Atomera Inc";100003
ATR;445832;"Aptargroup Inc";103018
ATRO;683677;"ASTRONICS CORP";100008
ATUS;997777;"Altice USA, Inc.";103001
ATVI;243;"Activision Blizzard";101003
ATW;412984;"ATWOOD OCEANICS INC";107006
AUDH;574468;"AURORA DIAGNOSTICS HOLDINGS LLC";
AUGX;1295830;"Augmedix, Inc.";106003
AVA;703252;"AVISTA CORP";105001
AVAV;75856;"AeroVironment Inc";100008
AVB;66223;"AVALONBAY COMMUNITIES INC";109001
AVD;1340567;"AMERICAN VANGUARD CORP";
AVEO;809080;"AVEO PHARMACEUTICALS INC";106002
AVGO;686523;"Broadcom Inc.";101004
AVGO_old;378100;"Avago Technologies";101004
AVGR;896087;"Avinger Inc";106004
AVLR;989057;"AVALARA, INC.";101003
AVNS;536304;"Avanos Medical, Inc.";106003
AVNT;1234038;"AVIENT CORP";110005
AVNW;208290;"AVIAT NETWORKS, INC.";101005
AVO;1303644;"Mission Produce, Inc.";
AVP;335142;"AVON PRODUCTS INC";102002
AVT;884659;"AVNET INC";101001
AVTR;1033572;"Avantor, Inc.";100001
AVXL;436223;"ANAVEX LIFE SCIENCES CORP.";106002
AVY;66346;"Avery Dennison Corp";100001
AVYA;934338;"Avaya Holdings Corp.";101005
AWI;253579;"ARMSTRONG WORLD INDUSTRIES INC";110005
AWK;168302;"American Water Works Company, Inc.";105001
AWRE;512152;"AWARE INC /MA/";101003
AWX;129218;"AVALON HOLDINGS CORP";100004
AXAS;960882;"ABRAXAS PETROLEUM CORP";
AXDX;1250895;"Accelerate Diagnostics, Inc";
AXGN;822853;"AxoGen, Inc.";106004
AXL;980335;"AMERICAN AXLE & MANUFACTURING HOLDINGS INC";100003
AXN;329205;"AOXING PHARMACEUTICAL COMPANY, INC.";106005
AXON;493957;"AXON ENTERPRISE, INC.";100008
AXP;413080;"AMERICAN EXPRESS CO";104007
AXS;971612;"AXIS CAPITAL HOLDINGS LTD";104005
AXTA;702906;"Axalta Coating Systems Ltd.";110001
AXTI;704072;"AXT INC";101004
AY;1300945;"Atlantica Sustainable Infrastructure plc";107007
AYI;61705;"ACUITY BRANDS INC";100001
AYX;695370;"Alteryx, Inc.";101003
AZEK;1312108;"AZEK Co Inc.";100003
AZO;58197;"AUTOZONE INC";103002
AZPN;445871;"Aspen Technology Inc";101003
AZZ;82401;"AZZ INC";100001
BA;70844;"BOEING CO";100008
BABL;666098;"Buildablock Corp.";
BAC;71941;"BANK OF AMERICA CORP /DE/";104002
BAH;182296;"Booz Allen Hamilton Holding Corp";100002
BATL;637325;"BATTALION OIL CORP";107002
BAX;254808;"BAXTER INTERNATIONAL INC";106003
BB;1108872;"BLACKBERRY Ltd";101005
BBBI;1017398;"Birmingham Bloomfield Bancshares";
BBBY;60362;"BED BATH & BEYOND INC";103002
BBGI;652265;"BEASLEY BROADCAST GROUP INC";103001
BBRG;350647;"Bravo Brio Restaurant Group, Inc.";103003
BBSI;684470;"BARRETT BUSINESS SERVICES INC";100011
BBWI;185942;"Bath & Body Works, Inc.";103002
BBY;71192;"BEST BUY CO INC";103002
BC;121407;"BRUNSWICK CORP";103015
BCEI;960881;"Bonanza Creek Energy, Inc.";107002
BCLR;996265;"BARCLAY ROAD, INC.";
BCO;494050;"BRINKS CO";100007
BCOR;651518;"BLUCORA, INC.";104001
BCPC;700317;"BALCHEM CORP";110001
BCR;71733;"BARD C R INC /NJ/";106003
BCSI;989884;"BLUE COAT SYSTEMS INC";
BDC;1234039;"BELDEN INC.";100001
BDN;949484;"BRANDYWINE REALTY TRUST";
BDSX;1253248;"BIODESIX INC";106002
BDX;71373;"BECTON DICKINSON & CO";106003
BE;1059129;"Bloom Energy Corp";107007
BEAM;1253264;"Beam Therapeutics Inc.";106002
BEBE;998467;"bebe stores, inc.";
BEN;378153;"Franklin Resources";104001
BEP;1302956;"Brookfield Renewable Partners L.P.";
BERK;998453;"BERKSHIRE BANCORP INC /DE/";
BERY;470977;"BERRY GLOBAL GROUP INC";103018
BF-A;185450;"BROWN FORMAN CORP";102004
BFAM;132997;"BRIGHT HORIZONS FAMILY SOLUTIONS INC.";103020
BFLD;666100;"BROADCAST LIVE DIGITAL CORP.";
BFLY;1253249;"Butterfly Network, Inc.";106004
BFS;664571;"SAUL CENTERS INC";109001
BG;445920;"Bunge LTD";102002
BGCP;625540;"BGC Partners, Inc.";104003
BGFV;1248288;"BIG 5 SPORTING GOODS Corp";103002
BGG;252726;"BRIGGS & STRATTON CORP";100001
BGNE;734219;"BeiGene, Ltd.";106002
BGS;327019;"B&G Foods, Inc.";102002
BGSF;346052;"BG Staffing, Inc.";100011
BH;995149;"Biglari Holdings Inc.";111001
BHC;542074;"Bausch Health Companies Inc.";106005
BHE;95106;"BENCHMARK ELECTRONICS INC";101001
BHF;696260;"Brighthouse Financial, Inc.";104004
BHI;71832;"BAKER HUGHES Holdings LLC";107004
BHIL;1340566;"Benson Hill, Inc.";110003
BHLB;998454;"BERKSHIRE HILLS BANCORP INC";
BHR;949483;"Braemar Hotels & Resorts Inc.";109001
BID;136608;SOTHEBYS;103002
BIG;49609;"BIG LOTS INC";102001
BIIB;71079;"BIOGEN INC.";106002
BIO;130356;"BIO RAD LABORATORIES INC";106001
BJ;1234040;"BJ's Wholesale Club Holdings, Inc.";102001
BJRI;537369;"BJs RESTAURANTS INC";103003
BK;467599;"Bank of New York Mellon Corp";104001
BKD;732304;"Brookdale Senior Living Inc.";106011
BKE;196385;"BUCKLE INC";103002
BKH;253495;"BLACK HILLS POWER INC";105001
BKI;889703;"Black Knight, Inc.";101003
BKNG;261036;"Booking Holdings Inc.";103015
BKR;679135;"Baker Hughes Company";107004
BKS;763488;"BARNES & NOBLE INC";103002
BKTI;546874;"BK Technologies";101005
BKU;815914;"BankUnited, Inc.";104002
BL;371763;"BLACKLINE, INC.";101003
BLCM;808260;"BELLICUM PHARMACEUTICALS, INC";106002
BLD;1055096;"TopBuild Corp";110005
BLDR;826504;"Builders FirstSource, Inc.";110005
BLFS;148798;"BIOLIFE SOLUTIONS INC";106003
BLI;1250891;"Berkeley Lights, Inc.";106002
BLK;914;"BlackRock, Inc.";104001
BLKB;445967;"Blackbaud Inc";101003
BLL;247618;"BALL CORP";103018
BLOX;252645;"INFOBLOX INC";101005
BLUD;337852;"IMMUCOR INC";
BLUE;787981;"bluebird bio, Inc.";106002
BMBL;1242698;"Bumble Inc.";103015
BMI;252337;"BADGER METER INC";101001
BMRA;245138;"BIOMERICA INC";106003
BMRN;135371;"BIOMARIN PHARMACEUTICAL INC";106002
BMS;687804;"BEMIS CO INC";103018
BMY;255210;"BRISTOL MYERS SQUIBB CO";106005
BNCL;748225;"Beneficial Bancorp Inc.";104002
BNED;75409;"Barnes & Noble Education, Inc.";103002
BNFT;967945;"Benefitfocus, Inc.";101002
BNGO;1253246;"Bionano Genomics, Inc";106002
BOH;998597;"BANK OF HAWAII CORP";104002
BOJA;82963;"Bojangles', Inc.";103003
BOKF;344670;"BOK FINANCIAL CORP ET AL";104002
BOMN;825115;"BOSTON OMAHA Corp";100013
BONT;200557;"BON TON STORES INC";103002
BOOM;953277;"DMC Global Inc.";107004
BOOT;39510;"Boot Barn Holdings, Inc.";103002
BOX;47121;"BOX INC";101003
BOXL;1017526;"Boxlight Corp";101003
BPL;669884;"BUCKEYE PARTNERS, L.P.";107003
BPMC;781830;"Blueprint Medicines Corp";106002
BPMP;960880;"BP Midstream Partners LP";107003
BPOP;883509;"POPULAR INC";104002
BR;143497;"BROADRIDGE FINANCIAL SOLUTIONS, INC.";100002
BRBR;1011103;"BELLRING BRANDS, INC.";102002
BRC;246429;"BRADY CORP";100007
BRCD;186307;"BROCADE COMMUNICATIONS SYSTEMS INC";101001
BRCM;261267;"BROADCOM CORP";101004
BREW;63411;"CRAFT BREW ALLIANCE, INC.";102004
BRID;33021;"BRIDGFORD FOODS CORP";102002
BRK-A;71306;"BERKSHIRE HATHAWAY INC";111001
BRKR;1253240;"BRUKER CORP";106001
BRKS;531292;"BROOKS AUTOMATION INC";101004
BRMK;996201;"Broadmark Realty Capital Inc.";109001
BRO;245531;"BROWN & BROWN INC";104003
BROS;1329540;"Dutch Bros Inc.";103003
BRRE;547113;"BLUE RIDGE REAL ESTATE CO";109002
BRS;255858;"Bristow Group Inc";107004
BRSP;949489;"BrightSpire Capital, Inc.";
BRSS;778121;"GLOBAL BRASS & COPPER HOLDINGS, INC.";100001
BRX;108186;"Brixmor Property Group Inc.";109001
BRY;960878;"Berry Petroleum Company, LLC";
BSET;675839;"BASSETT FURNITURE INDUSTRIES INC";103004
BSIG;990127;"BrightSphere Investment Group Inc.";
BSM;960876;"Black Stone Minerals, L.P.";
BSPM;543906;"Biostar Pharmaceuticals, Inc.";106005
BSQR;101318;"BSQUARE CORP /WA";101003
BSTC;822442;"BIOSPECIFICS TECHNOLOGIES CORP";106002
BSTG;148380;"Biostage, Inc.";106002
BSX;239516;"BOSTON SCIENTIFIC CORP";106004
BSY;1209290;"BENTLEY SYSTEMS INC";101003
BTAI;818572;"BioXcel Therapeutics, Inc.";106002
BTU;918412;"PEABODY ENERGY CORP";110004
BURL;179036;"Burlington Stores, Inc.";102001
BV;977402;"BrightView Holdings, Inc.";100002
BVS;1237813;"Bioventus Inc.";106011
BVSN;156413;"BROADVISION INC";101003
BV_old;59824;"Bazaarvoice Inc";101003
BWA;70746;"BORGWARNER INC";103005
BWLA;287640;"BOWL AMERICA INC";103001
BWXT;914354;"BWX Technologies, Inc.";100008
BX;498254;"Blackstone Group L.P.";104001
BXC;673388;"BlueLinx Holdings Inc.";110005
BXP;70579;"BOSTON PROPERTIES INC";109001
BYD;899361;"BOYD GAMING CORP";103015
BYND;917697;"BEYOND MEAT, INC.";102002
BZH;505724;"BEAZER HOMES USA INC";103013
BZUN;1253404;"Baozun Inc.";
C;89126;"CITIGROUP INC";104002
C649;897673;"Dialogic Inc.";
CA;262416;"CA, INC.";101003
CABO;1053849;"Cable One, Inc.";108001
CACC;980324;"CREDIT ACCEPTANCE CORP";104007
CACI;254661;"CACI INTERNATIONAL INC /DE/";101003
CAG;326285;"CONAGRA FOODS INC /DE/";102002
CAGU;154936;"CASTLE GROUP INC";109002
CAH;159950;"CARDINAL HEALTH INC";106014
CAKE;817638;"CHEESECAKE FACTORY INC";103003
CAL;49132;"CALERES INC";103004
CALA;817563;"Calithera Biosciences, Inc.";106002
CALD;100006;"CALLIDUS SOFTWARE INC";101003
CALL;144735;"MAGICJACK VOCALTEC LTD";108001
CALM;776100;"CAL-MAINE FOODS INC";102002
CALX;1060039;"CALIX, INC";101003
CAMP;75639;"CalAmp Corp.";101005
CANO;1242697;"Cano Health, Inc.";106011
CAPC;877745;"CAPSTONE COMPANIES, INC.";
CAPL;998434;"CrossAmerica Partners LP";102001
CAR;980327;"AVIS BUDGET GROUP, INC.";103002
CARG;645427;"CarGurus, Inc.";101002
CARR;1169063;"Carrier Global Corp";100001
CARS;650652;"Cars.com Inc.";103005
CASA;1007468;"Casa Systems Inc";101005
CASI;877522;"CASI Pharmaceuticals, Inc.";106002
CASY;188690;"CASEYS GENERAL STORES INC";102001
CAT;253953;"CATERPILLAR INC";100009
CATO;998426;"CATO CORP";103002
CAVM;446086;"Cavium Inc";101004
CB;378112;"Chubb Limited";104006
CBB;618601;"CINCINNATI BELL INC";108001
CBI;111879;"CHICAGO BRIDGE & IRON CO N V";100003
CBKCQ;100810;"CHRISTOPHER & BANKS CORP";103002
CBKM;259775;"CONSUMERS BANCORP INC /OH/";104002
CBLK;896985;"Carbon Black, Inc.";101003
CBM;100602;"CAMBREX CORP";106002
CBOE;120616;"CBOE Holdings, Inc.";104003
CBRE;378105;"CBRE Group";109002
CBRL;37621;"CRACKER BARREL OLD COUNTRY STORE, INC";103003
CBSH;593216;"COMMERCE BANCSHARES INC /MO/";104002
CBT;1050281;"CABOT CORP";110001
CBZ;1333026;"CBIZ, Inc.";
CC;536512;"Chemours Co";110001
CCE;849813;"COCA-COLA REFRESHMENTS USA, INC.";102005
CCF;90312;"CHASE CORP";100001
CCFI;160245;"Community Choice Financial Inc.";
CCH;704561;"Cheniere Corpus Christi Holdings, LLC";107001
CCI;378122;"Crown Castle International Corp.";108001
CCK;446122;"Crown Holdings Inc";103018
CCL;288836;"CARNIVAL CORP";103015
CCMP;927135;"CABOT MICROELECTRONICS CORP";101004
CCO;650825;"Clear Channel Outdoor Holdings, Inc.";108004
CCOI;125781;"COGENT COMMUNICATIONS HOLDINGS, INC.";108001
CCS;350948;"Century Communities, Inc.";103013
CCXI;795982;"ChemoCentryx, Inc.";106002
CDAY;1050283;"Ceridian HCM Holding Inc.";101003
CDE;529633;"Coeur Mining, Inc.";110004
CDI;531420;"CDI CORP";
CDK;749032;"CDK Global, Inc.";101003
CDMO;97638;"Avid Bioservices, Inc.";106002
CDNA;171003;"CareDx, Inc.";106001
CDNS;107614;"CADENCE DESIGN SYSTEMS INC";101003
CDR;664567;"CEDAR REALTY TRUST, INC.";109001
CDW;683318;"CDW Corp";101003
CDXS;1253238;"CODEXIS, INC.";106002
CDZI;1159130;"CADIZ INC";100003
CE;109593;"Celanese Corp";110001
CELC;1253241;"Celcuity Inc.";106002
CELG;410976;"CELGENE CORP /DE/";106002
CELH;986557;"Celsius Holdings, Inc.";102005
CEMI;1253180;"CHEMBIO DIAGNOSTICS, INC.";
CENT;239618;"CENTRAL GARDEN & PET CO";102002
CENX;1334621;"CENTURY ALUMINUM CO";110004
CEQP;998428;"Crestwood Equity Partners LP";
CERN;259186;"CERNER CORP /MO/";101003
CERS;1253026;"CERUS CORP";106001
CETV;651857;"CENTRAL EUROPEAN MEDIA ENTERPRISES LTD";103001
CETX;178699;"CEMTREX INC";100001
CEVA;1335016;"CEVA INC";101005
CF;119051;"CF Industries Holdings, Inc.";110003
CFG;378202;"Citizens Financial Group";104002
CFLT;1334959;"Confluent, Inc.";101003
CFMS;613117;"ConforMIS Inc";106003
CFR;419929;"CULLEN/FROST BANKERS, INC.";104002
CFX;1067476;"Colfax CORP";100003
CGA;532888;"China Green Agriculture, Inc.";110003
CGNX;710555;"COGNEX CORP";101001
CGRN;51961;"Capstone Green Energy Corp";100001
CHAP;960877;"Chaparral Energy, Inc.";
CHART;708868;"Vistra Energy Corp.";105002
CHD;378113;"Church & Dwight";102002
CHDN;883031;"CHURCHILL DOWNS Inc";103015
CHE;115043;"CHEMED CORP";106011
CHEF;350160;"Chefs' Warehouse, Inc.";102001
CHGG;987221;"CHEGG, INC";103020
